Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Scout X-2M | DSAP-1 F1,5/24/1962,1962,1960s,USA,USA,USAF,Scout X-2M,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Military/Reconnaissance,SSO,,Failure,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",c1037c28-c986-4049-81a5-d182b66f0e72,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 4,5/30/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,4c897fd4-8338-4c24-ae82-7beba52a185f,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 5,6/2/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,e7afcf1a-40bc-4711-b476-f487d360cb36,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos-E6 2,6/17/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,Polar,,Success,,,,,Samos E-6 (Satellite and Missile Observation System) was an attempt to create an medium-resolution reconnaissance satellite with film return via reentry capsule.,4c9ce3d9-3b36-4052-ae81-be24e44fa115,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | P-102 Group 2-D 1,6/18/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,ELINT/SIGINT satellite using a tube-type F1 receiver with S-band horn antennas.,fdd3f4c1-4332-4ed8-9198-d2b4819cb778,Launch Library 2,CLEANED_COMPLETE
Thor Delta | Tiros 5,6/19/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,SSO,,Success,,,,,NASA's TIROS (Television & Infra-Red Observation Satellite) program was the first experimental weathersatellite program.,04604499-6230-4cb1-99a0-3e68c0f5edef,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 6,6/23/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,6c62bfdb-9888-4b6d-bcd3-133df11bcdfe,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 7,6/28/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,19dcb1d1-031b-4b5b-91b0-f9184566da8c,Launch Library 2,CLEANED_COMPLETE
Telstar 1,7/10/1962,1962,1960s,USA,USA,NASA/AT&T,Thor-Delta,Thor-Delta,Cape Canaveral,,Communication,LEO,77,Success,Other,6,Liquid,7,First active direct relay communications satellite; transatlantic TV,,,ENRICHED
Thor Delta | Telstar 1,7/10/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Communication,MEO,,Success,,,,,Communications satellite,03f31be8-7d86-45a5-ba5b-bdeef2dac608,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 62,7/17/1962,1962,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 62 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1962. Piloted by Robert M. White it reached an altitude of 95.9 km.,b4132996-96ef-44ea-ad7c-166e8207ce1f,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos-E6 3,7/18/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,Polar,,Success,,,,,Samos E-6 (Satellite and Missile Observation System) was an attempt to create an medium-resolution reconnaissance satellite with film return via reentry capsule.,ce1d59f9-cdb0-4613-901e-5bffd5edf2aa,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 8,7/21/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,03e9b7b4-b5a9-420f-b72d-0197adf45f9f,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Mariner 1,7/22/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Other,Mars/Interplanetary,,Failure,,,,,Spacecraft designed to flyby Venus. It was lost during launch.,abf6d6dc-b949-4f28-a44c-51214895e368,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 9,7/28/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,ed0d5ab7-a55e-42dc-8424-d4e94418b1e5,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 10,8/2/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,53b9c44c-bca6-4011-a48d-3c9287aaa8a7,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos-E6 4,8/5/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,Polar,,Success,,,,,Samos E-6 (Satellite and Missile Observation System) was an attempt to create an medium-resolution reconnaissance satellite with film return via reentry capsule.,d9310658-8333-4497-b95c-3beb978877ce,Launch Library 2,CLEANED_COMPLETE
Scout X-2M | DSAP-1 F2,8/23/1962,1962,1960s,USA,USA,USAF,Scout X-2M,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Military/Reconnaissance,SSO,,Success,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",085be7a8-8aa7-46ff-b60f-512eb71c3e7f,Launch Library 2,CLEANED_COMPLETE
Mariner 2,8/27/1962,1962,1960s,USA,USA,NASA,Atlas-Agena B,Atlas-Agena,Cape Canaveral,,Planetary Science,Heliocentric,202,Success,Decommissioned,18.5,Liquid,0.75,First successful interplanetary spacecraft; flyby of Venus,,,ENRICHED
Atlas Agena B | Mariner 2,8/27/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Planetary Science,Mars/Interplanetary,,Success,,,,,"Backup of Mariner 1, designed to flyby Venus. It passed below the planet at a closest distance of 34,773 km.",44ebf43b-accb-4cc4-aaaa-43c2f13e90df,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 11 & RM 3,8/29/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite. KH-4 11 also carried the RM 3 radiometer payload for background measurements for the MIDAS program.,84e776ec-6bff-4de1-b2cc-a4ef985cb1ec,Launch Library 2,CLEANED_COMPLETE
Scout X-3A | Reentry-2,8/31/1962,1962,1960s,USA,USA,NASA,Scout X-3A,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Science/Astrophysics,Suborbital,,Success,,,,,Test of experimental heatshield material performance under heating loads near those of a lunar reentry.,5fe5cadc-8e59-485c-9352-760e9ecb1c1a,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 6,9/1/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",cfa9226d-2431-4074-baa5-fc10d429e345,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 12,9/17/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,f4852483-4a22-4fec-84ee-ca959df7d047,Launch Library 2,CLEANED_COMPLETE
Thor Delta | Tiros 6,9/18/1962,1962,1960s,USA,USA,USAF,Thor Delta,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,SSO,,Success,,,,,NASA's TIROS (Television & Infra-Red Observation Satellite) program was the first experimental weathersatellite program.,3a95f930-54c6-4b2a-96d3-8612f8b6cf55,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 13 & RM 4,9/29/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite. KH-4 13 carried the RM 4 radiometer payload (identical to RM 3) for background measurements for the MIDAS program.,93ba8ce2-7814-4e1f-b5c4-2cb0f24f7954,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | Alouette 1,9/29/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Earth Observation,LEO,,Success,,,,,"Canadian small ionospheric observatory instrumented with an ionospheric sounder, a VLF receiver, an energetic particle detector, and a cosmic noise experiment.",dd16cfb3-41cd-46f8-85e9-ff12c0bda66c,Launch Library 2,CLEANED_COMPLETE
Thor Delta A | Explorer 14,10/2/1962,1962,1960s,USA,USA,USAF,Thor Delta A,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"Explorer 14 was a spacecraft instrumented to measure cosmic-ray particles, trapped particles, solar wind protons, and magnetospheric and interplanetary magnetic fields.",d89f28ff-39e7-471f-91e1-00d6d2702011,Launch Library 2,CLEANED_COMPLETE
Atlas LV-3B | Mercury-Atlas 8,10/3/1962,1962,1960s,USA,USA,NASA,Atlas LV-3B,Atlas,"Cape Canaveral SFS, FL, USA",Space Launch Complex 14,Human Spaceflight,LEO,,Success,,,,,Mercury-Atlas 6 carrying Sigma 7 spacecraft carried astronaut Walter M. Schirra Jr. to orbit where he completed 6 orbits lasting a total of 9 hours and 13 minutes. The mission goal was to compete engineering tests and all objectives were met.,06763ce6-08ff-4770-8cf3-14e51129c900,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-5 7,10/9/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,"KH-5 (Keyhole 5, codenamed Argon) was the area survey component of the Corona program.",e3abb342-f792-4c92-be52-27f0f952d547,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Ranger 5,10/18/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Cape Canaveral SFS, FL, USA",Launch Complex 12,Lunar Exploration,Lunar,,Success,,,,,Lunar impactor which missed the Moon by 725 km due to an unknown malfunction preventing the spacecraft from receiving power after injection into lunar trajectory.,c851964a-3383-4f48-9ea4-af2d83716fec,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | Star-Rad,10/26/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,HEO/Elliptical,,Success,,,,,Star-Rad (Starfish Radiation) was a military scientific payload to study the artificial radiation belts created by the Starfish-Prime nuclear test.,6f03bba1-d83f-4491-b628-57dabb73d1fb,Launch Library 2,CLEANED_COMPLETE
Thor Delta A | Explorer 15,10/27/1962,1962,1960s,USA,USA,USAF,Thor Delta A,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Earth Observation,HEO/Elliptical,,Success,,,,,Explorer 15 was instrumented to study the artificial radiation belt produced by the Starfish high-altitude nuclear burst of July 1962. The backup payload for Explorer 14 was modified and used for Explorer 15.,a940f71e-fbe7-471e-babe-bbcc8b067b0c,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Ablestar | ANNA 1B,10/31/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Ablestar,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,LEO,,Success,,,,,"ANNA 1B (Army, Navy, NASA, Air Force) was the second dedicated satellite for geodesy. It featured Xenon flashing lights and radio transponders (SECOR) for tracking the satellite.",a7945580-f726-48c9-b346-7c5072010033,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 14,11/5/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,54bc07dd-aa6e-40cc-a099-2c97c8456e7f,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Samos-E6 5,11/11/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3W,Military/Reconnaissance,Polar,,Success,,,,,Samos E-6 (Satellite and Missile Observation System) was an attempt to create an medium-resolution reconnaissance satellite with film return via reentry capsule.,df578c03-b2eb-4dea-b733-907a0e215a33,Launch Library 2,CLEANED_COMPLETE
Saturn I | Saturn SA-3,11/16/1962,1962,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Launch Complex 34,Technology/Test,Suborbital,,Success,,,,,Third test flight of the Saturn I launch vehicle. It carried an experiment for Project Highwater.,45070884-91d9-4a4c-93d4-5d79cf09fe96,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | KH-4 15,11/24/1962,1962,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,dbd89bc3-35db-4d5d-bd4b-700fa028e28b,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 16,12/4/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2W,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,e82091d2-b79b-46e4-a31c-2bd10b85820d,Launch Library 2,CLEANED_COMPLETE
Thor Delta B | Relay 1,12/13/1962,1962,1960s,USA,USA,USAF,Thor Delta B,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Communication,HEO/Elliptical,,Success,,,,,Relay 1 was principally a communications satellite. Included in its payload were radiation experiments designed to map the earth's radiation belts.,e4661171-ad81-43fb-98ae-e14e109428bb,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | Poppy 3A & 3B,12/13/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Military/Reconnaissance,LEO,,Success,,,,,"Poppy was the follow-on ELINT system, which succeeded the Grab ELINT satellite system.",193b52f6-384f-4946-bc5d-e577ac0c8a10,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 17,12/14/1962,1962,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,85b20b68-a12a-46d6-b452-3ae11bd883c2,Launch Library 2,CLEANED_COMPLETE
Scout X-3 | Explorer 16,12/16/1962,1962,1960s,USA,USA,NASA,Scout X-3,Scout,"Wallops Flight Facility, Virginia, USA",Launch Area 3,Earth Observation,LEO,,Success,,,,,"Explorer 16 was the second in the series of micrometeoroid satellites orbited by NASA. Its purpose was to obtain data on the near-earth meteoroid environment, thus providing an accurate estimate of the probability of penetration in spacecraft structures by meteoroids and allowing a more confident definition of the relationship between penetration flux and material thickness to be derived.",0f7bfbae-ee78-4e86-93e2-ae02bbe052f5,Launch Library 2,CLEANED_COMPLETE
Atlas Agena B | Midas 6,12/17/1962,1962,1960s,USA,USA,USAF,Atlas Agena B,Atlas,"Vandenberg SFB, CA, USA",Space Launch Complex 3E,Military/Reconnaissance,MEO,,Failure,,,,,MIDAS Series 3 (Military Defense Alarm System) early warning satellite.,796705f7-eece-4e77-9884-7ebf24135faa,Launch Library 2,CLEANED_COMPLETE
Scout X-3 | Transit-5A 1,12/19/1962,1962,1960s,USA,USA,USAF,Scout X-3,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Navigation,Polar,,Success,,,,,Operational prototype satellite,051fb4e7-dee8-43ab-ab58-84fa8db9a587,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 18,1/7/1963,1963,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 2E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,05785a92-a310-49c5-abb2-d254834dc44e,Launch Library 2,CLEANED_COMPLETE
Thor DM-21 Agena-B | P-698BK Group 1-D 1,1/16/1963,1963,1960s,USA,USA,USAF,Thor DM-21 Agena-B,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,ELINT/SIGINT satellite using a tube-type F1 receiver with S-band horn antennas.,3036fec2-747a-4414-b669-c65da15a8387,Launch Library 2,CLEANED_COMPLETE
X-15 | Flight 77,1/17/1963,1963,1960s,USA,USA,USAF,North American X-15,North,Air launch to Suborbital flight,Edwards Air Force Base,Technology/Test,Suborbital,,Success,,,,,Flight 77 of the North American X-15 was a test flight conducted by NASA and the US Air Force in 1963. Piloted by Joseph A. Walker it reached an altitude of 82.7 km.,787e052f-182e-427f-b346-31953146f49f,Launch Library 2,CLEANED_COMPLETE
Thor Delta B | Syncom 1,2/14/1963,1963,1960s,USA,USA,USAF,Thor Delta B,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17B,Communication,GEO,,Success,,,,,Syncom 1 was designed to be the first test of a communications satellite in geosynchronous orbit.,9de1334e-96fb-44c3-b968-d0b2eda2e63d,Launch Library 2,CLEANED_COMPLETE
Scout X-3M | DSAP-1 F3,2/19/1963,1963,1960s,USA,USA,USAF,Scout X-3M,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Military/Reconnaissance,SSO,,Success,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",7aa56e72-1364-4e2f-b018-83d407c4a9cf,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-4 19,2/28/1963,1963,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Failure,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,2d4f26c2-2f90-4fe6-b439-7e2737572742,Launch Library 2,CLEANED_COMPLETE
Thor SLV-2A Agena D | KH-6 1,3/18/1963,1963,1960s,USA,USA,USAF,Thor SLV-2A Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1W,Military/Reconnaissance,LEO,,Failure,,,,,"KH-6 (Keyhole 6, codenamed Lanyard) was an early attempt to gain higher resolution imagery, which flew only one successful mission in 1963. It was part of the Corona program.",fed8a0ba-7d54-4902-841b-a74be6a50f25,Launch Library 2,CLEANED_COMPLETE
Saturn I | Saturn SA-4,3/28/1963,1963,1960s,USA,USA,NASA,Saturn I,Saturn,"Cape Canaveral SFS, FL, USA",Launch Complex 34,Technology/Test,Suborbital,,Success,,,,,Fourth and last suborbital test flight of the Saturn I launch vehicle.,d6e7ef65-c122-4fbf-ace5-76431c557673,Launch Library 2,CLEANED_COMPLETE
Thor Agena D | KH-4 20,4/1/1963,1963,1960s,USA,USA,USAF,Thor Agena D,Thor,"Vandenberg SFB, CA, USA",Space Launch Complex 1E,Military/Reconnaissance,LEO,,Success,,,,,The KH-4 (Keyhole-4) was fourth version in the Corona-program to build an optical reconnaissance satellite.,e280e22a-da5c-441f-a896-b7b7f9bad699,Launch Library 2,CLEANED_COMPLETE
Thor Delta B | Explorer 17,4/3/1963,1963,1960s,USA,USA,USAF,Thor Delta B,Thor,"Cape Canaveral SFS, FL, USA",Space Launch Complex 17A,Earth Observation,LEO,,Success,,,,,"Explorer 17 carried four pressure gauges for the measurement of total neutral particle density, two mass spectrometers for the measurement of certain neutral particle concentrations, and two electrostatic probes for ion concentration and electron temperature measurements.",7691fd72-25e7-4479-9e56-7de8f8653b2e,Launch Library 2,CLEANED_COMPLETE
Scout X-3 | Transit-5A 2,4/5/1963,1963,1960s,USA,USA,USAF,Scout X-3,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Navigation,Polar,,Failure,,,,,Operational prototype satellite,912ade71-aedb-4b2c-9fc7-cff30db1b3fe,Launch Library 2,CLEANED_COMPLETE
Scout X-2M | DSAP-1 F4,4/26/1963,1963,1960s,USA,USA,USAF,Scout X-2M,Scout,"Vandenberg SFB, CA, USA",Space Launch Complex 5,Military/Reconnaissance,SSO,,Failure,,,,,"The DSAP-1 (Defense Satellite Application Program Block 1) satellites series, also known as P-35, was the first series of military meteorologal satellites of the USA.",0cb6be02-1ed2-4d8d-9550-3f0251face96,Launch Library 2,CLEANED_COMPLETE
